Mod:Item:MetaData, Localized Name
thebetweenlands:Rubber Tree Planks Slab:0, Rubber Tree Planks Slab
thebetweenlands:tile.thebetweenlands.rubberTreePlanksSlabDouble:0, Rubber Tree Planks Slab
thebetweenlands:Betweenstone Brick Slab:0, Betweenstone Brick Slab
thebetweenlands:tile.thebetweenlands.betweenstoneBricksSlabDouble:0, Betweenstone Brick Slab
thebetweenlands:Mud Brick Slab:0, Mud Brick Slab
thebetweenlands:tile.thebetweenlands.mudBrickSlabDouble:0, Mud Brick Slab
thebetweenlands:Cragrock Brick Slab:0, Cragrock Brick Slab
thebetweenlands:tile.thebetweenlands.cragrockBrickSlabDouble:0, Cragrock Brick Slab
thebetweenlands:Limestone Brick Slab:0, Limestone Brick Slab
thebetweenlands:tile.thebetweenlands.limestoneBricksSlabDouble:0, Limestone Brick Slab
thebetweenlands:Limestone Slab:0, Limestone Slab
thebetweenlands:tile.thebetweenlands.limestoneSlabDouble:0, Limestone Slab
thebetweenlands:Smooth Betweenstone Slab:0, Smooth Betweenstone Slab
thebetweenlands:tile.thebetweenlands.smoothBetweenstoneSlabDouble:0, Smooth Betweenstone Slab
thebetweenlands:Smooth Cragrock Slab:0, Smooth Cragrock Slab
thebetweenlands:tile.thebetweenlands.smoothCragrockSlabDouble:0, Smooth Cragrock Slab
thebetweenlands:Smooth Pitstone Slab:0, Smooth Pitstone Slab
thebetweenlands:tile.thebetweenlands.smoothPitstoneSlabDouble:0, Smooth Pitstone Slab
thebetweenlands:Solid Tar Slab:0, Solid Tar Slab
thebetweenlands:tile.thebetweenlands.solidTarSlabDouble:0, Solid Tar Slab
thebetweenlands:Temple Brick Slab:0, Temple Brick Slab
thebetweenlands:tile.thebetweenlands.templeBrickSlabDouble:0, Temple Brick Slab
thebetweenlands:Pitstone Brick Slab:0, Pitstone Brick Slab
thebetweenlands:tile.thebetweenlands.pitstoneBricksSlabDouble:0, Pitstone Brick Slab
thebetweenlands:Thatch Slab:0, Thatch Slab
thebetweenlands:tile.thebetweenlands.thatchSlabDouble:0, Thatch Slab
thebetweenlands:thatchSlope, Thatch Roof
thebetweenlands:Mossy Betweenstone Brick Slab:0, Mossy Betweenstone Brick Slab
thebetweenlands:tile.thebetweenlands.betweenstoneBricksMossySlabDouble:0, Mossy Betweenstone Brick Slab
thebetweenlands:Mossy Smooth Betweenstone Slab:0, Mossy Smooth Betweenstone Slab
thebetweenlands:tile.thebetweenlands.betweenstoneSmoothMossySlabDouble:0, Mossy Smooth Betweenstone Slab
thebetweenlands:Cracked Betweenstone Brick Slab:0, Cracked Betweenstone Brick Slab
thebetweenlands:tile.thebetweenlands.betweenstoneBricksCrackedSlabDouble:0, Cracked Betweenstone Brick Slab
thebetweenlands:treePortalBlock, Tree Portal
thebetweenlands:testItem, Test Item
thebetweenlands:testItem2, Test Item 2
thebetweenlands:swampTalisman:0, Swamp Talisman
thebetweenlands:swampTalisman:1, Swamp Talisman Piece
thebetweenlands:swampTalisman:2, Swamp Talisman Piece
thebetweenlands:swampTalisman:3, Swamp Talisman Piece
thebetweenlands:swampTalisman:4, Swamp Talisman Piece
thebetweenlands:unknownGeneric:3, Crimson Snail Shell
thebetweenlands:unknownGeneric:4, Ochre Snail Shell
thebetweenlands:unknownGeneric:5, Compost
thebetweenlands:unknownGeneric:6, Dragonfly Wing
thebetweenlands:unknownGeneric:7, Lurker Skin
thebetweenlands:unknownGeneric:8, Swamp Reed
thebetweenlands:unknownGeneric:9, Dried Swamp Reed
thebetweenlands:unknownGeneric:10, Reed Rope
thebetweenlands:unknownGeneric:11, Tangled Root
thebetweenlands:unknownGeneric:12, Plant Tonic
thebetweenlands:unknownGeneric:13, Mud Brick
thebetweenlands:unknownGeneric:14, Syrmorite Ingot
thebetweenlands:unknownGeneric:15, Octine Ingot
thebetweenlands:unknownGeneric:16, Dry Bark
thebetweenlands:unknownGeneric:17, Slimy Bone
thebetweenlands:unknownGeneric:18, Sludge Ball
thebetweenlands:unknownGeneric:19, Snapper Root
thebetweenlands:unknownGeneric:20, Stalker Eye
thebetweenlands:unknownGeneric:21, Sulfur
thebetweenlands:unknownGeneric:22, Valonite Shard
thebetweenlands:unknownGeneric:23, Weedwood Stick
thebetweenlands:unknownGeneric:24, Angler Tooth
thebetweenlands:unknownGeneric:25, Weedwood Bowl
thebetweenlands:unknownGeneric:26, Solid Rubber
thebetweenlands:unknownGeneric:27, Tar Beast Heart
thebetweenlands:unknownGeneric:28, Animated Tar Beast Heart
thebetweenlands:unknownGeneric:29, Tar Drip
thebetweenlands:unknownGeneric:30, Limestone Flux
thebetweenlands:unknownGeneric:31, Swamp Kelp
thebetweenlands:unknownGeneric:32, Inanimate Tarminion
thebetweenlands:unknownGeneric:33, Poison Gland
thebetweenlands:unknownGeneric:34, Aspectrus Fruit
thebetweenlands:unknownGeneric:35, Amate Paper
thebetweenlands:unknownGeneric:36, Shockwave Sword Piece
thebetweenlands:unknownGeneric:37, Shockwave Sword Piece
thebetweenlands:unknownGeneric:38, Shockwave Sword Piece
thebetweenlands:unknownGeneric:39, Shockwave Sword Piece
thebetweenlands:unknownGeneric:40, Pyrad Flame
thebetweenlands:unknownGeneric:41, Amulet Socket
thebetweenlands:unknownGeneric:42, Scabyst
thebetweenlands:groundStuff:0, Ground Leaf
thebetweenlands:groundStuff:1, Ground Cattail
thebetweenlands:groundStuff:2, Ground Swamp Tallgrass
thebetweenlands:groundStuff:3, Ground Shoots
thebetweenlands:groundStuff:4, Ground Arrow Arum
thebetweenlands:groundStuff:5, Ground Button Bush
thebetweenlands:groundStuff:6, Ground Marsh Hibiscus
thebetweenlands:groundStuff:7, Ground Pickerel Weed
thebetweenlands:groundStuff:8, Ground Soft Rush
thebetweenlands:groundStuff:9, Ground Marsh Mallow
thebetweenlands:groundStuff:10, Ground Milkweed
thebetweenlands:groundStuff:11, Ground Blue Iris
thebetweenlands:groundStuff:12, Ground Copper Iris
thebetweenlands:groundStuff:13, Ground Blue Eyed Grass
thebetweenlands:groundStuff:14, Ground Boneset
thebetweenlands:groundStuff:15, Ground Bottle Brush Grass
thebetweenlands:groundStuff:16, Ground Weedwood Bark
thebetweenlands:groundStuff:17, Ground Dried Swamp Reed
thebetweenlands:groundStuff:18, Ground Algae
thebetweenlands:groundStuff:19, Ground Angler Tooth
thebetweenlands:groundStuff:20, Ground Black Hat Mushroom
thebetweenlands:groundStuff:21, Ground Blood Snail Shell
thebetweenlands:groundStuff:22, Ground Bog Bean
thebetweenlands:groundStuff:23, Ground Broom Sedge
thebetweenlands:groundStuff:24, Ground Bulb Capped Mushroom
thebetweenlands:groundStuff:25, Ground Cardinal Flower
thebetweenlands:groundStuff:26, Ground Cave Grass
thebetweenlands:groundStuff:27, Ground Cave Moss
thebetweenlands:groundStuff:28, Ground Crimson Middle Gem
thebetweenlands:groundStuff:29, Ground Deep Water Coral
thebetweenlands:groundStuff:30, Ground Flathead Mushroom
thebetweenlands:groundStuff:31, Ground Golden Club
thebetweenlands:groundStuff:32, Ground Green Middle Gem
thebetweenlands:groundStuff:33, Ground Hanger
thebetweenlands:groundStuff:34, Ground Lichen
thebetweenlands:groundStuff:35, Ground Marsh Marigold
thebetweenlands:groundStuff:36, Ground Mire Coral
thebetweenlands:groundStuff:37, Ground Mire Snail Shell
thebetweenlands:groundStuff:38, Ground Moss
thebetweenlands:groundStuff:39, Ground Nettle
thebetweenlands:groundStuff:40, Ground Phragmites
thebetweenlands:groundStuff:41, Ground Sludgecreep
thebetweenlands:groundStuff:42, Ground Sundew
thebetweenlands:groundStuff:43, Ground Swamp Kelp
thebetweenlands:groundStuff:44, Ground Tangled Root
thebetweenlands:groundStuff:45, Ground Aqua Middle Gem
thebetweenlands:groundStuff:46, Ground Pitcher Plant
thebetweenlands:groundStuff:47, Ground Water Weeds
thebetweenlands:groundStuff:48, Ground Venus Fly Trap
thebetweenlands:groundStuff:49, Ground Volarpad
thebetweenlands:groundStuff:50, Ground Thorns
thebetweenlands:groundStuff:51, Ground Poison Ivy
thebetweenlands:groundStuff:52, Ground Bladderwort Stalk
thebetweenlands:groundStuff:53, Ground Bladderwort Flower
thebetweenlands:plantDrop:0, Leaf
thebetweenlands:plantDrop:1, Algae Clump
thebetweenlands:plantDrop:2, Arrow Arum Leaf
thebetweenlands:plantDrop:3, Blue Eyed Grass Flowers
thebetweenlands:plantDrop:4, Blue Iris Petals
thebetweenlands:plantDrop:5, Mire Coral
thebetweenlands:plantDrop:6, Deep Water Coral
thebetweenlands:plantDrop:7, Bog Bean Flower
thebetweenlands:plantDrop:8, Boneset Flowers
thebetweenlands:plantDrop:9, Bottle Brush Grass Blades
thebetweenlands:plantDrop:10, Broom Sedge Leaves
thebetweenlands:plantDrop:11, Button Bush Flowers
thebetweenlands:plantDrop:12, Cardinal Flower Petals
thebetweenlands:plantDrop:13, Cattail Head
thebetweenlands:plantDrop:14, Cave Grass Blades
thebetweenlands:plantDrop:15, Copper Iris Petals
thebetweenlands:plantDrop:16, Golden Club Flowers
thebetweenlands:plantDrop:17, Lichen Clump
thebetweenlands:plantDrop:18, Marsh Hibiscus Flower
thebetweenlands:plantDrop:19, Marsh Mallow Flower
thebetweenlands:plantDrop:20, Marsh Marigold Flower
thebetweenlands:plantDrop:21, Nettle Leaf
thebetweenlands:plantDrop:22, Phragmite Stems
thebetweenlands:plantDrop:23, Pickerel Weed Flower
thebetweenlands:plantDrop:24, Shoots
thebetweenlands:plantDrop:25, Sludgecreep Leaves
thebetweenlands:plantDrop:26, Soft Rush Leaves
thebetweenlands:plantDrop:27, Sundew Head
thebetweenlands:plantDrop:28, Swamp Tallgrass Blades
thebetweenlands:plantDrop:29, Cave Moss Clump
thebetweenlands:plantDrop:30, Moss
thebetweenlands:plantDrop:31, Milkweed Flower
thebetweenlands:plantDrop:32, Hanger
thebetweenlands:plantDrop:33, Pitcher Plant Trap
thebetweenlands:plantDrop:34, Water Weeds
thebetweenlands:plantDrop:35, Venus Fly Trap Head
thebetweenlands:plantDrop:36, Volarpad Leaf
thebetweenlands:plantDrop:37, Thorn Branch
thebetweenlands:plantDrop:38, Poison Ivy Leaves
thebetweenlands:plantDrop:39, Bladderwort Stalk
thebetweenlands:plantDrop:40, Bladderwort Flower
thebetweenlands:lifeCrystal, Life Crystal
thebetweenlands:weedwoodSword, Weedwood Sword
thebetweenlands:weedwoodPickaxe, Weedwood Pickaxe
thebetweenlands:weedwoodAxe, Weedwood Axe
thebetweenlands:weedwoodShovel, Weedwood Shovel
thebetweenlands:weedwoodBow, Weedwood Bow
thebetweenlands:anglerToothArrow, Angler Tooth Arrow
thebetweenlands:poisonedAnglerToothArrow, Poison Angler Tooth Arrow
thebetweenlands:octineArrow, Octine Arrow
thebetweenlands:basiliskArrow, Basilisk Arrow
thebetweenlands:betweenstoneSword, Bone Sword
thebetweenlands:betweenstonePickaxe, Bone Pickaxe
thebetweenlands:betweenstoneAxe, Bone Axe
thebetweenlands:betweenstoneShovel, Bone Shovel
thebetweenlands:octineSword, Octine Sword
thebetweenlands:octinePickaxe, Octine Pickaxe
thebetweenlands:octineAxe, Octine Axe
thebetweenlands:octineShovel, Octine Shovel
thebetweenlands:valoniteSword, Valonite Sword
thebetweenlands:valonitePickaxe, Valonite Pickaxe
thebetweenlands:valoniteAxe, Valonite Axe
thebetweenlands:valoniteShovel, Valonite Shovel
thebetweenlands:weedwoodBucket, Weedwood Bucket
thebetweenlands:weedwoodBucketTar, Weedwood Tar Bucket
thebetweenlands:weedwoodBucketWater, Weedwood Water Bucket
thebetweenlands:weedwoodBucketStagnantWater, Weedwood Stagnant Water Bucket
thebetweenlands:legendarySword, Legendary Sword
thebetweenlands:sickle, Sickle
thebetweenlands:syrmoriteShears, Syrmorite Shears
thebetweenlands:net, Net
thebetweenlands:shockwaveSword, Shockwave Sword
thebetweenlands:aquaMiddleGem, Aqua Middle Gem
thebetweenlands:crimsonMiddleGem, Crimson Middle Gem
thebetweenlands:greenMiddleGem, Green Middle Gem
thebetweenlands:lurkerSkinHelmet, Lurker Skin Helmet
thebetweenlands:lurkerSkinChestplate, Lurker Skin Chestplate
thebetweenlands:lurkerSkinLeggings, Lurker Skin Leggings
thebetweenlands:lurkerSkinBoots, Lurker Skin Boots
thebetweenlands:boneHelmet, Bone Helmet
thebetweenlands:boneChestplate, Bone Chestplate
thebetweenlands:boneLeggings, Bone Leggings
thebetweenlands:boneBoots, Bone Boots
thebetweenlands:syrmoriteHelmet, Syrmorite Helmet
thebetweenlands:syrmoriteChestplate, Syrmorite Chestplate
thebetweenlands:syrmoriteLeggings, Syrmorite Leggings
thebetweenlands:syrmoriteBoots, Syrmorite Boots
thebetweenlands:legendaryHelmet, Legendary Helmet
thebetweenlands:legendaryChestplate, Legendary Chestplate
thebetweenlands:legendaryLeggings, Legendary Leggings
thebetweenlands:legendaryBoots, Legendary Boots
thebetweenlands:valoniteHelmet, Valonite Helmet
thebetweenlands:valoniteChestplate, Valonite Chestplate
thebetweenlands:valoniteLeggings, Valonite Leggings
thebetweenlands:valoniteBoots, Valonite Boots
thebetweenlands:rubberBoots, Rubber Boots
thebetweenlands:rubberBootsImproved, Boots of the Marsh Runner
thebetweenlands:monsterPlacer:0, Spawn Dark Druid
thebetweenlands:monsterPlacer:1, Spawn Angler
thebetweenlands:monsterPlacer:2, Spawn Sludge
thebetweenlands:monsterPlacer:3, Spawn Swamp Hag
thebetweenlands:monsterPlacer:4, Spawn Tar Beast
thebetweenlands:monsterPlacer:5, Spawn Wight
thebetweenlands:monsterPlacer:6, Spawn Fire Fly
thebetweenlands:monsterPlacer:7, Spawn Sporeling
thebetweenlands:monsterPlacer:8, Spawn Leech
thebetweenlands:monsterPlacer:9, Spawn Dragonfly
thebetweenlands:monsterPlacer:10, Spawn Blood Snail
thebetweenlands:monsterPlacer:11, Spawn Mire Snail
thebetweenlands:monsterPlacer:15, Spawn Silt Crab
thebetweenlands:monsterPlacer:17, Spawn Lurker
thebetweenlands:monsterPlacer:19, Spawn Gecko
thebetweenlands:monsterPlacer:20, Spawn Termite
thebetweenlands:monsterPlacer:21, Spawn Harlequin Toad
thebetweenlands:monsterPlacer:24, Spawn Blind Cave Fish
thebetweenlands:monsterPlacer:25, Spawn Tar Minion
thebetweenlands:monsterPlacer:28, Spawn Peat Mummy
thebetweenlands:monsterPlacer:31, Spawn Dreadful Peat Mummy
thebetweenlands:monsterPlacer:36, Spawn Primordial Malevolence
thebetweenlands:monsterPlacer:41, Spawn Chiromaw
thebetweenlands:monsterPlacer:42, Spawn Pyrad
thebetweenlands:monsterPlacer:49, Spawn Frog
thebetweenlands:monsterPlacer:50, Spawn Gas Cloud
thebetweenlands:sapBall, Ball of Sap
thebetweenlands:rottenFood, Rotten Food
thebetweenlands:middleFruitSeeds, Purple Pear Bush Seeds
thebetweenlands:spores, Spores
thebetweenlands:aspectrusSeeds, Aspectrus Seeds
thebetweenlands:anglerMeatRaw, Raw Angler Meat
thebetweenlands:anglerMeatCooked, Angler Meat Steak
thebetweenlands:frogLegsRaw, Raw Frog's Leg
thebetweenlands:frogLegsCooked, Fried Frog's Leg
thebetweenlands:snailFleshRaw, Raw Snail Flesh
thebetweenlands:snailFleshCooked, Seared Snail Flesh
thebetweenlands:reedDonut, Reed Donut
thebetweenlands:jamDonut, Jam Donut
thebetweenlands:gertsDonut, Gert's Donut
thebetweenlands:krakenTentacle, Kraken Tentacle
thebetweenlands:krakenCalamari, Kraken Calamari
thebetweenlands:middleFruit, Purple Pear
thebetweenlands:mincePie, Mince Pie
thebetweenlands:weepingBluePetal, Weeping Blue Petal
thebetweenlands:wightHeart, Wight's Heart
thebetweenlands:yellowDottedFungus, Yellow Dotted Fungus
thebetweenlands:siltCrabClaw, Silt Crab Claw
thebetweenlands:crabstick, Crabstick
thebetweenlands:nettleSoup, Nettle Soup
thebetweenlands:sludgeJello, Sludge Jello
thebetweenlands:middleFruitJello, Purple Pear Jello
thebetweenlands:sapJello, Sap Jello
thebetweenlands:marshmallow, Green Marshmallow
thebetweenlands:marshmallowPink, Pink Marshmallow
thebetweenlands:flatheadMushroomItem, Flathead Mushroom
thebetweenlands:blackHatMushroomItem, Black Hat Mushroom
thebetweenlands:bulbCappedMushroomItem, Bulb-Capped Mushrooms
thebetweenlands:friedSwampKelp, Fried Swamp Kelp
thebetweenlands:forbiddenFig, Forbidden Fig
thebetweenlands:candyBlue, Blue Candy
thebetweenlands:candyRed, Red Candy
thebetweenlands:candyYellow, Yellow Candy
thebetweenlands:chiromawWing, Chiromaw Wing
thebetweenlands:door_weedwood, Weedwood Door
thebetweenlands:door_rubber, Rubber Tree Plank Door
thebetweenlands:door_syrmorite, Symorite Door
thebetweenlands:shimmerStone, Shimmerstone
thebetweenlands:angryPebble, Angry Pebble
thebetweenlands:itemScroll, Item Scroll
thebetweenlands:bucketOfRubber, Bucket of Liquid Rubber
thebetweenlands:mummyBait, Mummy Bait
thebetweenlands:taintedPotion, Tainted Potion
thebetweenlands:mudFlowerPotItem, Mud Brick Flower Pot
thebetweenlands:pestle, Pestle
thebetweenlands:weedwoodBucketInfusion, Weedwood Infusion Bucket
thebetweenlands:manual, Guide Book (WIP)
thebetweenlands:manualHL, Herblore Book
thebetweenlands:tarminion, Tar Minion
thebetweenlands:volarkite, Volarkite
thebetweenlands:weedwoodRowboat, Weedwood Rowboat
thebetweenlands:itemRope, Tough Climbing Rope
thebetweenlands:fireFly, Fire Fly
thebetweenlands:gecko, Gecko
thebetweenlands:cavingRope, Caving Rope
thebetweenlands:weedwoodSign, Weedwood Sign
thebetweenlands:mossBedItem, Moss Bed
thebetweenlands:amulet:0, Crimson Middle Gem Amulet
thebetweenlands:amulet:0, Green Middle Gem Amulet
thebetweenlands:amulet:0, Aqua Middle Gem Amulet
thebetweenlands:amulet:0, Empty Amulet
thebetweenlands:amuletSlot, Amulet Slot
thebetweenlands:lurkerSkinPouch, Lurker Skin Pouch
thebetweenlands:voodooDoll, Voodoo Doll
thebetweenlands:explorerHat, Explorer's Hat
thebetweenlands:swiftPickaxe, Swift Pickaxe
thebetweenlands:wightsBane, Wight's Bane
thebetweenlands:sludgeSlicer, Sludge Lance
thebetweenlands:critterCruncher, Critter Cruncher
thebetweenlands:hagHacker, Hag Slayer
thebetweenlands:lore, Invalid Lore Item
thebetweenlands:skullMask, Skull Mask
thebetweenlands:recordAstatos, Legendary Disc
thebetweenlands:recordBetweenYouAndMe, Tribeman's Disc
thebetweenlands:recordChristmasOnTheMarsh, Frosty Disc
thebetweenlands:recordTheExplorer, Explorer's Disc
thebetweenlands:recordHagDance, Music Disc
thebetweenlands:recordLonelyFire, Music Disc
thebetweenlands:record16612, Mysterious Disc
thebetweenlands:recordAncient, Temple Disc
thebetweenlands:recordBeneathAGreenSky, Music Disc
thebetweenlands:recordDJWightsMixtape, DJ Wight's Hot New Mixtape
thebetweenlands:recordOnwards, Music Disc
thebetweenlands:recordStuckInTheMud, Music Disc
thebetweenlands:recordWanderingWisps, Music Disc
thebetweenlands:recordWaterlogged, Music Disc
thebetweenlands:elixir:0, Elixir of Strength
thebetweenlands:elixir:1, Elixir of Strength
thebetweenlands:elixir:2, Nimblefeet Elixir
thebetweenlands:elixir:3, Nimblefeet Elixir
thebetweenlands:elixir:4, Elixir of Healing
thebetweenlands:elixir:5, Elixir of Healing
thebetweenlands:elixir:6, Elixir of Ripening
thebetweenlands:elixir:7, Elixir of Ripening
thebetweenlands:elixir:8, Toughskin Elixir
thebetweenlands:elixir:9, Toughskin Elixir
thebetweenlands:elixir:10, Elixir of Feasting
thebetweenlands:elixir:11, Elixir of Feasting
thebetweenlands:elixir:12, Hunter's Sense Brew
thebetweenlands:elixir:13, Hunter's Sense Brew
thebetweenlands:elixir:14, Masking Brew
thebetweenlands:elixir:15, Masking Brew
thebetweenlands:elixir:16, Swiftarm Brew
thebetweenlands:elixir:17, Swiftarm Brew
thebetweenlands:elixir:18, Brew of the Cat's Eye
thebetweenlands:elixir:19, Brew of the Cat's Eye
thebetweenlands:elixir:20, Draught of Sagittarius
thebetweenlands:elixir:21, Draught of Sagittarius
thebetweenlands:elixir:22, Spiderbreed Draught
thebetweenlands:elixir:23, Spiderbreed Draught
thebetweenlands:elixir:24, Lightweight Draught
thebetweenlands:elixir:25, Lightweight Draught
thebetweenlands:elixir:26, Draught of the Unclouded
thebetweenlands:elixir:27, Draught of the Unclouded
thebetweenlands:elixir:28, Shapeshifter's draught of Gillsgrowth
thebetweenlands:elixir:29, Shapeshifter's draught of Gillsgrowth
thebetweenlands:elixir:30, Shapeshifter's draught of Wings
thebetweenlands:elixir:31, Shapeshifter's draught of Wings
thebetweenlands:elixir:32, Hunter's Sense Masterbrew
thebetweenlands:elixir:33, Hunter's Sense Masterbrew
thebetweenlands:elixir:34, Elixir of Weakness
thebetweenlands:elixir:35, Elixir of Weakness
thebetweenlands:elixir:36, Lumbering Elixir
thebetweenlands:elixir:37, Lumbering Elixir
thebetweenlands:elixir:38, Elixir of Draining
thebetweenlands:elixir:39, Elixir of Draining
thebetweenlands:elixir:40, Elixir of Decay
thebetweenlands:elixir:41, Elixir of Decay
thebetweenlands:elixir:42, Poisonsting Elixir
thebetweenlands:elixir:43, Poisonsting Elixir
thebetweenlands:elixir:44, Elixir of Starvation
thebetweenlands:elixir:45, Elixir of Starvation
thebetweenlands:elixir:46, Drunkard's Brew
thebetweenlands:elixir:47, Drunkard's Brew
thebetweenlands:elixir:48, Stenching Brew
thebetweenlands:elixir:49, Stenching Brew
thebetweenlands:elixir:50, Slugarm Brew
thebetweenlands:elixir:51, Slugarm Brew
thebetweenlands:elixir:52, Blindman's Brew
thebetweenlands:elixir:53, Blindman's Brew
thebetweenlands:elixir:54, Weakbow Draught
thebetweenlands:elixir:55, Weakbow Draught
thebetweenlands:elixir:56, Basilisk Draught
thebetweenlands:elixir:57, Basilisk Draught
thebetweenlands:elixir:58, Heavyweight Draught
thebetweenlands:elixir:59, Heavyweight Draught
thebetweenlands:elixir:60, Draught of the Fogged Mind
thebetweenlands:elixir:61, Draught of the Fogged Mind
thebetweenlands:elixir:62, Shapeshifter's draught of the Deformed
thebetweenlands:elixir:63, Shapeshifter's draught of the Deformed
thebetweenlands:elixir:64, Shapeshifter's draught of the Limbless
thebetweenlands:elixir:65, Shapeshifter's draught of the Limbless
thebetweenlands:elixir:66, Masterbrew of Isolated Senses
thebetweenlands:elixir:67, Masterbrew of Isolated Senses
thebetweenlands:elixir:68, Petrify
thebetweenlands:elixir:69, Petrify
thebetweenlands:dentrothystVial:0, Green Dentrothyst Vial
thebetweenlands:dentrothystVial:1, Dirty Dentrothyst Vial
thebetweenlands:dentrothystVial:2, Orange Dentrothyst Vial
thebetweenlands:aspectVial:0, Green Dentrothyst Aspect Vial
thebetweenlands:aspectVial:1, Orange Dentrothyst Aspect Vial
thebetweenlands:aspectVial:0, Green Dentrothyst Aspect Vial - Azuwynn (4)
thebetweenlands:aspectVial:1, Orange Dentrothyst Aspect Vial - Azuwynn (4)
thebetweenlands:aspectVial:0, Green Dentrothyst Aspect Vial - Armaniis (4)
thebetweenlands:aspectVial:1, Orange Dentrothyst Aspect Vial - Armaniis (4)
thebetweenlands:aspectVial:0, Green Dentrothyst Aspect Vial - Byariis (4)
thebetweenlands:aspectVial:1, Orange Dentrothyst Aspect Vial - Byariis (4)
thebetweenlands:aspectVial:0, Green Dentrothyst Aspect Vial - Byrginaz (4)
thebetweenlands:aspectVial:1, Orange Dentrothyst Aspect Vial - Byrginaz (4)
thebetweenlands:aspectVial:0, Green Dentrothyst Aspect Vial - Celawynn (4)
thebetweenlands:aspectVial:1, Orange Dentrothyst Aspect Vial - Celawynn (4)
thebetweenlands:aspectVial:0, Green Dentrothyst Aspect Vial - Dayuniis (4)
thebetweenlands:aspectVial:1, Orange Dentrothyst Aspect Vial - Dayuniis (4)
thebetweenlands:aspectVial:0, Green Dentrothyst Aspect Vial - Fergalaz (4)
thebetweenlands:aspectVial:1, Orange Dentrothyst Aspect Vial - Fergalaz (4)
thebetweenlands:aspectVial:0, Green Dentrothyst Aspect Vial - Firnalaz (4)
thebetweenlands:aspectVial:1, Orange Dentrothyst Aspect Vial - Firnalaz (4)
thebetweenlands:aspectVial:0, Green Dentrothyst Aspect Vial - Freiwynn (4)
thebetweenlands:aspectVial:1, Orange Dentrothyst Aspect Vial - Freiwynn (4)
thebetweenlands:aspectVial:0, Green Dentrothyst Aspect Vial - Geoliirgaz (4)
thebetweenlands:aspectVial:1, Orange Dentrothyst Aspect Vial - Geoliirgaz (4)
thebetweenlands:aspectVial:0, Green Dentrothyst Aspect Vial - Ordaniis (4)
thebetweenlands:aspectVial:1, Orange Dentrothyst Aspect Vial - Ordaniis (4)
thebetweenlands:aspectVial:0, Green Dentrothyst Aspect Vial - Yeowynn (4)
thebetweenlands:aspectVial:1, Orange Dentrothyst Aspect Vial - Yeowynn (4)
thebetweenlands:aspectVial:0, Green Dentrothyst Aspect Vial - Yunugaz (4)
thebetweenlands:aspectVial:1, Orange Dentrothyst Aspect Vial - Yunugaz (4)
thebetweenlands:aspectVial:0, Green Dentrothyst Aspect Vial - Yihinren (4)
thebetweenlands:aspectVial:1, Orange Dentrothyst Aspect Vial - Yihinren (4)
thebetweenlands:ringOfPower, Ring of Power
thebetweenlands:ringOfRecruitment, Ring of Recruitment
thebetweenlands:ringOfFlight, Ring of Ascent
thebetweenlands:ringOfSummoning, Ring of Summoning
erebus:logBaobab:0, Древесина баобаба
erebus:saplingBaobab:0, Саженец баобаба
erebus:plankStairBaobab:0, Ступеньки из баобаба
erebus:slabPlanksBaobab:0, Плита из баобаба
erebus:fenceBaobab:0, Забор из баобаба
erebus:fenceGateBaobab:0, Калитка из баобаба
erebus:leavesBaobab:0, Листва баобаба
erebus:logEucalyptus:0, Древесина эвкалипта
erebus:saplingEucalyptus:0, Саженец эвкалипта
erebus:plankStairEucalyptus:0, Ступеньки из эвкалипта
erebus:slabPlanksEucalyptus:0, Плита из эвкалипта
erebus:fenceEucalyptus:0, Забор из эвкалипта
erebus:fenceGateEucalyptus:0, Калитка из эвкалипта
erebus:leavesEucalyptus:0, Листва эвкалипта
erebus:logMahogany:0, Древесина красного дерева
erebus:saplingMahogany:0, Саженец красного дерева
erebus:plankStairMahogany:0, Ступеньки из красного дерева
erebus:slabPlanksMahogany:0, Плита из красного дерева
erebus:fenceMahogany:0, Забор из красного дерева
erebus:fenceGateMahogany:0, Калитка из красного дерева
erebus:leavesMahogany:0, Листва красного дерева
erebus:logMossbark:0, Древесина мшистой коры
erebus:saplingMossbark:0, Саженец мшистой коры
erebus:plankStairMossbark:0, Ступеньки из мшистой коры
erebus:slabPlanksMossbark:0, Плита из мшистой коры
erebus:fenceMossbark:0, Забор из мшистой коры
erebus:fenceGateMossbark:0, Калитка мшистой коры
erebus:leavesMossbark:0, Листва мшистой коры
erebus:logAsper:0, Древесина аспера
erebus:saplingAsper:0, Саженец аспера
erebus:plankStairAsper:0, Ступеньки из аспера
erebus:slabPlanksAsper:0, Плита из аспера
erebus:fenceAsper:0, Забор из аспера
erebus:fenceGateAsper:0, Калитка из аспера
erebus:leavesAsper:0, Листва аспера
erebus:logCypress:0, Древесина кипариса
erebus:saplingCypress:0, Саженец кипариса
erebus:plankStairCypress:0, Ступеньки из кипариса
erebus:slabPlanksCypress:0, Плита из кипариса
erebus:fenceCypress:0, Забор из кипариса
erebus:fenceGateCypress:0, Калитка из кипариса
erebus:leavesCypress:0, Листва кипариса
erebus:logSap:0, Сочная древесина
erebus:saplingSap:0, Сочный саженец
erebus:plankStairSap:0, Сочные ступеньки
erebus:slabPlanksSap:0, Сочная плита
erebus:fenceSap:0, Сочный забор
erebus:fenceGateSap:0, Сочная калитка
erebus:leavesSap:0, Сочная листва
